taxon,common.name,class,order,family,genus,species,primarymethod,N,mean.mass.g,log10.mass,alternative.mass.reference,mean.hra.m2,log10.hra,hra.reference,realm,thermoregulation,locomotion,trophic.guild,dimension,preymass,log10.preymass,PPMR,prey.size.reference
birds,middle spotted woodpeckers,aves,piciformes,picidae,picoides,medius,telemetry*,NA,59,1.770852012,NA,141500,5.15075644,"Ottaviani, D., S. C. Cairns, M. Oliverio, and L. Boitani. 2006. Body mass as a predictive variable of home-range size among Italian mammals and birds. Journal of Zoology 269:317-330.",terrestrial,endotherm,flying,carnivore,3D,NA,NA,NA,NA
birds,Eurasian three-toed woodpecker,aves,piciformes,picidae,picoides,tridactylus,telemetry*,NA,65.65,1.81723473,NA,350000,5.544068044,"Ottaviani, D., S. C. Cairns, M. Oliverio, and L. Boitani. 2006. Body mass as a predictive variable of home-range size among Italian mammals and birds. Journal of Zoology 269:317-330.",terrestrial,endotherm,flying,carnivore,3D,NA,NA,NA,NA
birds,grey-headed woodpecker,aves,piciformes,picidae,picus,canus,telemetry*,NA,124.5,2.095169351,NA,4521600,6.65529214,"Ottaviani, D., S. C. Cairns, M. Oliverio, and L. Boitani. 2006. Body mass as a predictive variable of home-range size among Italian mammals and birds. Journal of Zoology 269:317-330.",terrestrial,endotherm,flying,carnivore,3D,NA,NA,NA,NA
birds,European green woodpecker,aves,piciformes,picidae,picus,viridis,telemetry*,NA,186.67,2.271074527,NA,1850000,6.267171728,"Ottaviani, D., S. C. Cairns, M. Oliverio, and L. Boitani. 2006. Body mass as a predictive variable of home-range size among Italian mammals and birds. Journal of Zoology 269:317-330.",terrestrial,endotherm,flying,carnivore,3D,NA,NA,NA,NA
birds,kakapo,aves,psittaciformes,strigopidae,strigops,habroptilus,telemetry,13,1941,3.288025535,NA,195000,5.290034611,"Farrimond M, Clout MN. 2006. Home range size of kakapo (Strigops habroptilus) on Codfish Island. Notornis 53, 150-152.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
birds,greater rhea,aves,rheiformes,rheidae,rhea,americana,telemetry,10,25000,4.397940009,"Forsyth DM, Wilmhurst JM, Allen RB, Coomes DA. Impacts of introduced deer and extinct moa on New Zealand ecosystems. New Zealand Journal of Ecology 34(1), 48-65.",2450000,6.389166084,"Bellis LM, Martella MB, Navarro JL, Vignolo PE. 2004. Home range of greater and lesser rhea in Argentina: relevance to conservation. Biodiversity and Conservation 13, 2589-2598.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
birds,lesser rhea,aves,rheiformes,rheidae,rhea,pennata,telemetry,7,15000,4.176091259,"Forsyth DM, Wilmhurst JM, Allen RB, Coomes DA. Impacts of introduced deer and extinct moa on New Zealand ecosystems. New Zealand Journal of Ecology 34(1), 48-65.",23880000,7.378034322,"Bellis LM, Martella MB, Navarro JL, Vignolo PE. 2004. Home range of greater and lesser rhea in Argentina: relevance to conservation. Biodiversity and Conservation 13, 2589-2598.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
birds,boreal owl,aves,strigiformes,strigidae,aegolius,funereus,telemetry*,NA,119,2.075546961,NA,3140000,6.496929648,"Ottaviani, D., S. C. Cairns, M. Oliverio, and L. Boitani. 2006. Body mass as a predictive variable of home-range size among Italian mammals and birds. Journal of Zoology 269:317-330.",terrestrial,endotherm,flying,carnivore,3D,NA,NA,NA,NA
birds,long-eared owl,aves,strigiformes,strigidae,asio,otus,telemetry*,NA,252,2.401400541,NA,19620000,7.292699003,"Ottaviani, D., S. C. Cairns, M. Oliverio, and L. Boitani. 2006. Body mass as a predictive variable of home-range size among Italian mammals and birds. Journal of Zoology 269:317-330.",terrestrial,endotherm,flying,carnivore,3D,32.98,1.518250651,7.64,"Jaksic FM, Delibes M.1987. A Comparative Analysis of Food-Niche Relationships and Trophic Guild Structure in TwoAssemblages of Vertebrate Predators Differing in Species Richness: Causes, Correlations, and Consequences. Oecologia 71(3), 461-472."
birds,little owl,aves,strigiformes,strigidae,athene,noctua,telemetry*,NA,156.5,2.194514342,NA,500000,5.698970004,"Ottaviani, D., S. C. Cairns, M. Oliverio, and L. Boitani. 2006. Body mass as a predictive variable of home-range size among Italian mammals and birds. Journal of Zoology 269:317-330.",terrestrial,endotherm,flying,carnivore,3D,20.66,1.315130317,7.5757,"Jaksic FM, Delibes M.1987. A Comparative Analysis of Food-Niche Relationships and Trophic Guild Structure in TwoAssemblages of Vertebrate Predators Differing in Species Richness: Causes, Correlations, and Consequences. Oecologia 71(3), 461-472."
birds,Eurasian eagle-owl,aves,strigiformes,strigidae,bubo,bubo,telemetry*,NA,2191,3.340642378,NA,16000000,7.204119983,"Ottaviani, D., S. C. Cairns, M. Oliverio, and L. Boitani. 2006. Body mass as a predictive variable of home-range size among Italian mammals and birds. Journal of Zoology 269:317-330.",terrestrial,endotherm,flying,carnivore,3D,375,2.574031268,5.842666667,"Marchesi L, Sergio F, Pedrini P. 2002. Costs and benefits of breeding in human-altered landscapes for the Eagle Owl Bubo bubo. Ibis 144, E164-E177."
birds,great horned owl,aves,strigiformes,strigidae,bubo,virginianus,direct observation,NA,1510,3.178976947,NA,2124596.25,6.327276411,"Schoener, T. W. 1968. Sizes of feeding territories among birds. Ecology 49:123-141.",terrestrial,endotherm,flying,carnivore,3D,279.11,2.445775397,5.41,"Jaksic FM, Carothers JH. 1985. Ecological, Morphological, and Bioenergetic Correlates of Hunting Mode in Hawks and Owls. Ornis Scandinavica 16(3), 165-172."
birds,Eurasian pygmy owl,aves,strigiformes,strigidae,glaucidium,passerinum,telemetry*,NA,61.32,1.787602146,NA,1250000,6.096910013,"Ottaviani, D., S. C. Cairns, M. Oliverio, and L. Boitani. 2006. Body mass as a predictive variable of home-range size among Italian mammals and birds. Journal of Zoology 269:317-330.",terrestrial,endotherm,flying,carnivore,3D,16.99,1.230193379,3.61,"Slagsvold T, Sonerud GA. 2007. Prey size and ingestion rate in raptors: importance for sex roles and reversed sexual size dimorphism. J. Avian Biol. 38: 650 661."
birds,snowy owl,aves,strigiformes,strigidae,nyctea,scandiaca,direct observation,NA,1920,3.283301229,NA,4937157,6.693476938,"Schoener, T. W. 1968. Sizes of feeding territories among birds. Ecology 49:123-141.",terrestrial,endotherm,flying,carnivore,3D,NA,NA,NA,NA
birds,tawny owl,aves,strigiformes,strigidae,strix,aluco,direct observation,55,519,2.715167358,NA,356932.17,5.552585692,"Schoener, T. W. 1968. Sizes of feeding territories among birds. Ecology 49:123-141.",terrestrial,endotherm,flying,carnivore,3D,29.61,1.471438407,17.53,"Galeotti P, Morimando F, Violani C. 2009. Feeding ecology of the tawny owls (Strix aluco) in urban habitats (northern Italy). Bolletino di zoologia 58(2), 143-150."
birds,barn owl,aves,strigiformes,tytonidae,tyto,alba,telemetry*,NA,285,2.45484486,NA,1500000,6.176091259,"Ottaviani, D., S. C. Cairns, M. Oliverio, and L. Boitani. 2006. Body mass as a predictive variable of home-range size among Italian mammals and birds. Journal of Zoology 269:317-330.",terrestrial,endotherm,flying,carnivore,3D,19.39,1.287577809,14.7,"Jaksic FM, Delibes M.1987. A Comparative Analysis of Food-Niche Relationships and Trophic Guild Structure in TwoAssemblages of Vertebrate Predators Differing in Species Richness: Causes, Correlations, andConsequences. Oecologia 71(3), 461-472."
birds,ostrich,aves,struthioniformes,struthionidae,struthio,camelus,telemetry,1,88250,4.945714714,NA,84300000,7.925827575,"Williams JB, Siegfried WR, Milton SJ, Adams NJ, Dean WRT, du Plessis MA, Jackson S. 1993. Field Metabolism, Water Requirements, and Foraging Behavior of Wild Ostriches in the Namib. Ecology 74(2), 390-404.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
birds,ornate tinamou,aves,tinamiformes,tinamidae,nothoprocta,ornata,direct observation,14,622,2.793790385,NA,24281.1,4.385268358,"Schoener, T. W. 1968. Sizes of feeding territories among birds. Ecology 49:123-141.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,giant golden mole,mammalia,afrosoricida,chrysochloridae,chrysospalax,trevelyani,telemetry*,NA,436.52,2.640004147,NA,616.6,2.79000352,"Tucker, M. A., T. J. Ord, and T. L. Rogers. 2014. Evolutionary predictors of mammalian home range size: body mass, diet and the environment. Global Ecology and Biogeography 23:1105-1114.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,Grant's golden mole,mammalia,afrosoricida,chrysochloridae,eremitalpa,granti,telemetry*,NA,23,1.361727836,NA,46299.89,4.665579959,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,carnivore,2D,NA,NA,NA,NA
mammals,pronghorn,mammalia,artiodactyla,antilocapridae,antilocapra,americana,telemetry*,NA,46099.9,4.663699983,NA,10125348.97,7.00541,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,impala,mammalia,artiodactyla,bovidae,aepyceros,melampus,telemetry*,NA,63503.84,4.802799987,NA,3224482.32,6.50846,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,hartebeest,mammalia,artiodactyla,bovidae,alcelaphus,buselaphus,telemetry*,NA,136000.34,5.133539994,NA,2176857.5,6.33783,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,barbary sheep,mammalia,artiodactyla,bovidae,ammotragus,lervia,telemetry*,NA,167498.14,5.224009989,NA,9050029.61,6.95665,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,American bison,mammalia,artiodactyla,bovidae,bison,bison,telemetry*,NA,629999.2,5.799339998,NA,265778594.2,8.42452,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,European bison,mammalia,artiodactyla,bovidae,bison,bonasus,telemetry*,NA,628000.52,5.797960003,NA,10140514.72,7.00606,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,goat,mammalia,artiodactyla,bovidae,capra,hircus,telemetry*,NA,50999.98,4.707570006,NA,64528266.75,7.80975,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,Spanish ibex,mammalia,artiodactyla,bovidae,capra,pyrenaica,telemetry*,NA,69499.23,4.841979993,NA,700003.16,5.845100001,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,Peter's dukier,mammalia,artiodactyla,bovidae,cephalophus,callipygus,telemetry*,NA,18143.87,4.258729926,NA,416169.26,5.619269998,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,bay dikier,mammalia,artiodactyla,bovidae,cephalophus,dorsalis,telemetry*,NA,20411.74,4.309880028,NA,357001.47,5.552670004,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,mountain gazelle,mammalia,artiodactyla,bovidae,gazella,gazella,telemetry*,NA,21474.84,4.331929937,NA,1872837.08,6.272499999,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,Günther's dik-dik,mammalia,artiodactyla,bovidae,madoqua,guentheri,telemetry*,NA,4600.02,3.66275972,NA,27333.17,4.436690002,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,mountain goat,mammalia,artiodactyla,bovidae,oreamnos,americanus,telemetry*,NA,629999.2,5.799339998,NA,23285737.64,7.36709,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,argali,mammalia,artiodactyla,bovidae,ovis,ammon,telemetry*,NA,113998.73,5.056900013,NA,5882473.78,6.76956,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,bighorn sheep,mammalia,artiodactyla,bovidae,ovis,canadensis,telemetry*,NA,90719.36,4.957699978,NA,27544823.89,7.44004,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,steenbok,mammalia,artiodactyla,bovidae,raphicerus,campestris,telemetry*,NA,11300.04,4.053079981,NA,619997.59,5.792390001,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,chamois,mammalia,artiodactyla,bovidae,rupicapra,rupicapra,telemetry*,NA,30999.88,4.491360013,NA,3408003.25,6.5325,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,common eland,mammalia,artiodactyla,bovidae,taurotragus,oryx,telemetry*,NA,635038.42,5.802800001,NA,52399844.72,7.71933,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,bushbuck,mammalia,artiodactyla,bovidae,tragelaphus,scriptus,telemetry*,NA,54431.46,4.735849983,NA,37109.06,4.569479953,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,greater kudu,mammalia,artiodactyla,bovidae,tragelaphus,strepsiceros,telemetry*,NA,197314.95,5.295159992,NA,1070039969,9.0294,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,moose,mammalia,artiodactyla,cervidae,alces,alces,telemetry*,NA,307227.44,5.487460002,NA,93825308.27,7.97232,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,chital,mammalia,artiodactyla,cervidae,axis,axis,telemetry*,NA,62823.19,4.798119985,NA,3647707.45,6.56202,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
mammals,roe deer,mammalia,artiodactyla,cervidae,capreolus,capreolus,telemetry*,NA,24050.27,4.381119956,NA,674636.76,5.829070002,"Kelt, D. A., and D. Van Vuren. 1999. Energetic constraints and the relationship between body size and home range area in mammals. Ecology 80:337-340; Kelt, D. A., and D. Van Vuren. In press. Home ranges of recent mammals. Ecology.",terrestrial,endotherm,walking,herbivore,2D,NA,NA,NA,NA
